year,team,team_name,division,G,W,L,ties,win_pct,p_win_pct,finish,gb,playoffs,R,RA,attendance,bat_age,pitch_age,num_bat,num_pitch,top_player,managers
2005,SFG,San Francisco Giants,NL West,162,75,87,0,.463,.437,3rd of 5,7.0,,649,745,"3,181,023",32.2,30.0,50,24,N.Lowry (4.8),F.Alou (75-87)
2004,SFG,San Francisco Giants,NL West,162,91,71,0,.562,.545,2nd of 5,2.0,,850,770,"3,256,854",31.6,30.1,43,22,B.Bonds (10.6),F.Alou (91-71)
2003,SFG,San Francisco Giants,NL West,161,100,61,0,.621,.576,1st of 5,--,Lost LDS (3-1),755,638,"3,264,898",32.1,28.6,46,21,B.Bonds (9.2),F.Alou (100-61)
2002,SFG,San Francisco Giants,NL West,162,95,66,1,.590,.608,2nd of 5,2.5,Lost WS (4-3),783,616,"3,253,203",32.1,29.2,38,17,B.Bonds (11.8),D.Baker (95-66)
2001,SFG,San Francisco Giants,NL West,162,90,72,0,.556,.530,2nd of 5,2.0,,799,748,"3,311,958",31.5,29.2,41,18,B.Bonds (11.9),D.Baker (90-72)
2000,SFG,San Francisco Giants,NL West,162,97,65,0,.599,.597,1st of 5,--,Lost LDS (3-1),925,747,"3,318,800",29.9,28.5,36,17,B.Bonds (7.7),D.Baker (97-65)
1999,SFG,San Francisco Giants,NL West,162,86,76,0,.531,.522,2nd of 5,14.0,,872,831,"2,078,399",30.2,28.6,35,16,B.Bonds (3.8),D.Baker (86-76)
1998,SFG,San Francisco Giants,NL West,163,89,74,0,.546,.561,2nd of 5,9.5,,845,739,"1,925,364",30.7,31.8,41,17,B.Bonds (8.1),D.Baker (89-74)
1997,SFG,San Francisco Giants,NL West,162,90,72,0,.556,.495,1st of 4,--,Lost LDS (3-0),784,793,"1,690,869",29.6,28.9,42,23,B.Bonds (8.1),D.Baker (90-72)
1996,SFG,San Francisco Giants,NL West,162,68,94,0,.420,.438,4th of 4,23.0,,752,862,"1,413,922",28.9,28.4,49,20,B.Bonds (9.6),D.Baker (68-94)
1995,SFG,San Francisco Giants,NL West,144,67,77,0,.465,.421,4th of 4,11.0,,652,776,"1,241,500",28.8,28.6,46,25,B.Bonds (7.5),D.Baker (67-77)
1994,SFG,San Francisco Giants,NL West,115,55,60,0,.478,.504,2nd of 4,3.5,,504,500,"1,704,608",28.4,28.5,36,17,B.Bonds (6.2),D.Baker (55-60)
1993,SFG,San Francisco Giants,NL West,162,103,59,0,.636,.608,2nd of 7,1.0,,808,636,"2,606,354",28.0,28.5,42,18,B.Bonds (9.9),D.Baker (103-59)
1992,SFG,San Francisco Giants,NL West,162,72,90,0,.444,.445,5th of 6,26.0,,574,647,"1,560,998",28.1,28.2,40,18,B.Swift (4.6),R.Craig (72-90)
1991,SFG,San Francisco Giants,NL West,162,75,87,0,.463,.467,4th of 6,19.0,,649,697,"1,737,478",28.4,28.9,41,19,M.Williams (5.4),R.Craig (75-87)
1990,SFG,San Francisco Giants,NL West,162,85,77,0,.525,.506,3rd of 6,6.0,,719,710,"1,975,528",29.1,29.5,51,26,M.Williams (4.9),R.Craig (85-77)
2016,STL,St. Louis Cardinals,NL Central,162,86,76,0,.531,.541,2nd of 5,17.5,,779,712,"3,444,490",28.5,28.0,41,21,C.Martinez (5.8),M.Matheny (86-76)
2015,STL,St. Louis Cardinals,NL Central,162,100,62,0,.617,.594,1st of 5,--,Lost LDS (3-1),647,525,"3,520,889",28.4,28.2,46,23,J.Heyward (6.6),M.Matheny (100-62)
2014,STL,St. Louis Cardinals,NL Central,162,90,72,0,.556,.512,1st of 5,--,Lost NLCS (4-1),619,603,"3,540,649",28.6,27.2,46,24,A.Wainwright (6.3),M.Matheny (90-72)
2013,STL,St. Louis Cardinals,NL Central,162,97,65,0,.599,.622,1st of 5,--,Lost WS (4-2),783,596,"3,369,769",28.7,26.9,44,25,A.Wainwright (6.8),M.Matheny (97-65)
2012,STL,St. Louis Cardinals,NL Central,162,88,74,0,.543,.575,2nd of 6,9.0,Lost NLCS (4-3),765,648,"3,262,109",29.2,28.6,45,24,Y.Molina (6.9),M.Matheny (88-74)
2011,STL,St. Louis Cardinals,NL Central,162,90,72,0,.556,.544,2nd of 6,6.0,Won WS (4-3),762,692,"3,093,954",29.3,30.2,46,24,A.Pujols (5.3),T.La Russa (90-72)
2010,STL,St. Louis Cardinals,NL Central,162,86,76,0,.531,.563,2nd of 6,5.0,,736,641,"3,301,218",28.8,30.2,42,22,A.Pujols (7.5),T.La Russa (86-76)
2009,STL,St. Louis Cardinals,NL Central,162,91,71,0,.562,.560,1st of 6,--,Lost LDS (3-0),730,640,"3,343,252",28.5,30.1,42,20,A.Pujols (9.7),T.La Russa (91-71)
2008,STL,St. Louis Cardinals,NL Central,162,86,76,0,.531,.533,4th of 6,11.5,,779,725,"3,432,917",28.8,30.2,43,24,A.Pujols (9.2),T.La Russa (86-76)
2007,STL,St. Louis Cardinals,NL Central,162,78,84,0,.481,.439,3rd of 6,7.0,,725,829,"3,552,180",30.2,29.6,45,25,A.Pujols (8.7),T.La Russa (78-84)
2006,STL,St. Louis Cardinals,NL Central,161,83,78,0,.516,.511,1st of 6,--,Won WS (4-1),781,762,"3,407,104",29.6,28.6,41,19,A.Pujols (8.4),T.La Russa (83-78)
2005,STL,St. Louis Cardinals,NL Central,162,100,62,0,.617,.608,1st of 6,--,Lost NLCS (4-2),805,634,"3,538,988",30.8,29.7,40,20,A.Pujols (8.4),T.La Russa (100-62)
2004,STL,St. Louis Cardinals,NL Central,162,105,57,0,.648,.617,1st of 6,--,Lost WS (4-0),855,659,"3,048,427",30.6,30.1,37,20,S.Rolen (9.1),T.La Russa (105-57)
2003,STL,St. Louis Cardinals,NL Central,162,85,77,0,.525,.544,3rd of 6,3.0,,876,796,"2,910,386",29.9,31.2,42,24,A.Pujols (8.6),T.La Russa (85-77)
2002,STL,St. Louis Cardinals,NL Central,162,97,65,0,.599,.588,1st of 6,--,Lost NLCS (4-1),787,648,"3,011,756",29.0,30.2,44,26,J.Edmonds (6.7),T.La Russa (97-65)
2001,STL,St. Louis Cardinals,NL Central,162,93,69,0,.574,.579,2nd of 6,--,Lost LDS (3-2),814,684,"3,109,578",28.8,29.3,40,21,A.Pujols (6.6),T.La Russa (93-69)
2000,STL,St. Louis Cardinals,NL Central,162,95,67,0,.586,.564,1st of 6,--,Lost NLCS (4-1),887,771,"3,336,493",29.7,29.3,46,24,J.Edmonds (6.3),T.La Russa (95-67)
1999,STL,St. Louis Cardinals,NL Central,161,75,86,0,.466,.484,4th of 6,21.5,,809,838,"3,225,334",28.7,28.6,42,22,M.McGwire (5.2),T.La Russa (75-86)
1998,STL,St. Louis Cardinals,NL Central,163,83,79,1,.512,.516,3rd of 6,19.0,,810,782,"3,195,691",30.5,28.9,45,23,M.McGwire (7.5),T.La Russa (83-79)
1997,STL,St. Louis Cardinals,NL Central,162,73,89,0,.451,.488,4th of 5,11.0,,689,708,"2,634,014",30.0,29.5,51,25,R.Lankford (5.2),T.La Russa (73-89)
1996,STL,St. Louis Cardinals,NL Central,162,88,74,0,.543,.533,1st of 5,--,Lost NLCS (4-3),759,706,"2,654,718",30.7,30.9,38,18,B.Jordan (5.4),T.La Russa (88-74)
1995,STL,St. Louis Cardinals,NL Central,143,62,81,0,.434,.429,4th of 5,22.5,,563,658,"1,756,727",28.7,30.2,46,21,B.Jordan (5.1),J.Torre (20-27) and M.Jorgensen (42-54)
1994,STL,St. Louis Cardinals,NL Central,115,53,61,1,.465,.432,3rd of 5,13.0,,535,621,"1,866,544",28.9,29.4,37,18,M.Whiten (3.1),J.Torre (53-61)
1993,STL,St. Louis Cardinals,NL East,162,87,75,0,.537,.509,3rd of 7,10.0,,758,744,"2,844,977",28.0,28.7,39,18,G.Jefferies (5.1),J.Torre (87-75)
1992,STL,St. Louis Cardinals,NL East,162,83,79,0,.512,.520,3rd of 6,13.0,,631,604,"2,418,483",28.6,28.7,39,15,B.Tewksbury (6.2),J.Torre (83-79)
1991,STL,St. Louis Cardinals,NL East,162,84,78,0,.519,.502,2nd of 6,14.0,,651,648,"2,448,699",28.5,29.4,36,18,O.Smith (5.0),J.Torre (84-78)
1990,STL,St. Louis Cardinals,NL East,162,70,92,0,.432,.430,6th of 6,25.0,,599,698,"2,573,225",29.4,29.8,43,22,W.McGee (4.4),"W.Herzog (33-47), R.Schoendienst (13-11) and J.Torre (24-34)"
2016,TBD,Tampa Bay Rays,AL East,162,68,94,0,.420,.473,5th of 5,25.0,,672,713,"1,286,163",27.7,26.9,48,25,K.Kiermaier (5.5),K.Cash (68-94)
2015,TBD,Tampa Bay Rays,AL East,162,80,82,0,.494,.501,4th of 5,13.0,,644,642,"1,287,054",28.4,26.7,51,27,K.Kiermaier (7.4),K.Cash (80-82)
2014,TBD,Tampa Bay Rays,AL East,162,77,85,0,.475,.490,4th of 5,19.0,,612,625,"1,446,464",29.3,28.4,43,23,B.Zobrist (5.1),J.Maddon (77-85)
2013,TBD,Tampa Bay Rays,AL East,163,92,71,0,.564,.537,2nd of 5,5.5,Lost LDS (3-1),700,646,"1,510,300",29.6,29.0,42,21,E.Longoria (6.2),J.Maddon (92-71)
2012,TBD,Tampa Bay Rays,AL East,162,90,72,0,.556,.586,3rd of 5,5.0,,697,577,"1,559,681",29.7,28.1,43,18,D.Price (7.0),J.Maddon (90-72)
2011,TBD,Tampa Bay Rays,AL East,162,91,71,0,.562,.564,2nd of 5,6.0,Lost LDS (3-1),707,614,"1,529,188",28.3,27.8,42,21,B.Zobrist (8.7),J.Maddon (91-71)
2010,TBD,Tampa Bay Rays,AL East,162,96,66,0,.593,.596,1st of 5,--,Lost LDS (3-2),802,649,"1,864,999",27.7,28.0,37,17,E.Longoria (8.1),J.Maddon (96-66)
2009,TBD,Tampa Bay Rays,AL East,162,84,78,0,.519,.529,3rd of 5,19.0,,803,754,"1,874,962",28.0,28.4,41,21,B.Zobrist (8.6),J.Maddon (84-78)
2008,TBD,Tampa Bay Rays,AL East,162,97,65,0,.599,.565,1st of 5,--,Lost WS (4-1),774,671,"1,811,986",27.2,27.5,46,21,C.Pena (5.1),J.Maddon (97-65)
2007,TBD,Tampa Bay Devil Rays,AL East,162,66,96,0,.407,.415,5th of 5,30.0,,782,944,"1,387,603",26.1,27.0,45,24,C.Pena (7.2),J.Maddon (66-96)
2006,TBD,Tampa Bay Devil Rays,AL East,162,61,101,0,.377,.402,5th of 5,36.0,,689,856,"1,368,950",27.3,27.0,49,25,C.Crawford (4.5),J.Maddon (61-101)
2005,TBD,Tampa Bay Devil Rays,AL East,162,67,95,0,.414,.400,5th of 5,28.0,,750,936,"1,141,669",27.5,27.4,43,21,C.Crawford (4.4),L.Piniella (67-95)
2004,TBD,Tampa Bay Devil Rays,AL East,161,70,91,0,.435,.425,4th of 5,30.5,,714,842,"1,274,911",28.1,27.5,48,24,C.Crawford (4.9),L.Piniella (70-91)
2003,TBD,Tampa Bay Devil Rays,AL East,162,63,99,0,.389,.420,5th of 5,38.0,,715,852,"1,058,695",26.4,26.4,51,24,A.Huff (4.0),L.Piniella (63-99)
2002,TBD,Tampa Bay Devil Rays,AL East,161,55,106,0,.342,.362,5th of 5,48.0,,673,918,"1,065,742",27.0,26.9,43,22,R.Winn (4.9),H.McRae (55-106)
2001,TBD,Tampa Bay Devil Rays,AL East,162,62,100,0,.383,.376,5th of 5,34.0,,672,887,"1,298,365",28.0,26.9,46,24,T.Sturtze (3.3),L.Rothschild (4-10) and H.McRae (58-90)
2000,TBD,Tampa Bay Devil Rays,AL East,161,69,92,0,.429,.437,5th of 5,18.0,,733,842,"1,449,673",30.1,29.3,51,24,A.Lopez (3.3),L.Rothschild (69-92)
1999,TBD,Tampa Bay Devil Rays,AL East,162,69,93,0,.426,.424,5th of 5,29.0,,772,913,"1,562,827",30.1,29.6,46,24,F.McGriff (4.0),L.Rothschild (69-93)
1998,TBD,Tampa Bay Devil Rays,AL East,162,63,99,0,.389,.413,5th of 5,51.0,,620,751,"2,506,293",29.0,27.9,42,22,R.Arrojo (4.1),L.Rothschild (63-99)
2016,TBR,Tampa Bay Rays,AL East,162,68,94,0,.420,.473,5th of 5,25.0,,672,713,"1,286,163",27.7,26.9,48,25,K.Kiermaier (5.5),K.Cash (68-94)
2015,TBR,Tampa Bay Rays,AL East,162,80,82,0,.494,.501,4th of 5,13.0,,644,642,"1,287,054",28.4,26.7,51,27,K.Kiermaier (7.4),K.Cash (80-82)
2014,TBR,Tampa Bay Rays,AL East,162,77,85,0,.475,.490,4th of 5,19.0,,612,625,"1,446,464",29.3,28.4,43,23,B.Zobrist (5.1),J.Maddon (77-85)
2013,TBR,Tampa Bay Rays,AL East,163,92,71,0,.564,.537,2nd of 5,5.5,Lost LDS (3-1),700,646,"1,510,300",29.6,29.0,42,21,E.Longoria (6.2),J.Maddon (92-71)
2012,TBR,Tampa Bay Rays,AL East,162,90,72,0,.556,.586,3rd of 5,5.0,,697,577,"1,559,681",29.7,28.1,43,18,D.Price (7.0),J.Maddon (90-72)
2011,TBR,Tampa Bay Rays,AL East,162,91,71,0,.562,.564,2nd of 5,6.0,Lost LDS (3-1),707,614,"1,529,188",28.3,27.8,42,21,B.Zobrist (8.7),J.Maddon (91-71)
2010,TBR,Tampa Bay Rays,AL East,162,96,66,0,.593,.596,1st of 5,--,Lost LDS (3-2),802,649,"1,864,999",27.7,28.0,37,17,E.Longoria (8.1),J.Maddon (96-66)
2009,TBR,Tampa Bay Rays,AL East,162,84,78,0,.519,.529,3rd of 5,19.0,,803,754,"1,874,962",28.0,28.4,41,21,B.Zobrist (8.6),J.Maddon (84-78)
2008,TBR,Tampa Bay Rays,AL East,162,97,65,0,.599,.565,1st of 5,--,Lost WS (4-1),774,671,"1,811,986",27.2,27.5,46,21,C.Pena (5.1),J.Maddon (97-65)
2007,TBR,Tampa Bay Devil Rays,AL East,162,66,96,0,.407,.415,5th of 5,30.0,,782,944,"1,387,603",26.1,27.0,45,24,C.Pena (7.2),J.Maddon (66-96)
2006,TBR,Tampa Bay Devil Rays,AL East,162,61,101,0,.377,.402,5th of 5,36.0,,689,856,"1,368,950",27.3,27.0,49,25,C.Crawford (4.5),J.Maddon (61-101)
2005,TBR,Tampa Bay Devil Rays,AL East,162,67,95,0,.414,.400,5th of 5,28.0,,750,936,"1,141,669",27.5,27.4,43,21,C.Crawford (4.4),L.Piniella (67-95)
2004,TBR,Tampa Bay Devil Rays,AL East,161,70,91,0,.435,.425,4th of 5,30.5,,714,842,"1,274,911",28.1,27.5,48,24,C.Crawford (4.9),L.Piniella (70-91)
2003,TBR,Tampa Bay Devil Rays,AL East,162,63,99,0,.389,.420,5th of 5,38.0,,715,852,"1,058,695",26.4,26.4,51,24,A.Huff (4.0),L.Piniella (63-99)
2002,TBR,Tampa Bay Devil Rays,AL East,161,55,106,0,.342,.362,5th of 5,48.0,,673,918,"1,065,742",27.0,26.9,43,22,R.Winn (4.9),H.McRae (55-106)
2001,TBR,Tampa Bay Devil Rays,AL East,162,62,100,0,.383,.376,5th of 5,34.0,,672,887,"1,298,365",28.0,26.9,46,24,T.Sturtze (3.3),L.Rothschild (4-10) and H.McRae (58-90)
2000,TBR,Tampa Bay Devil Rays,AL East,161,69,92,0,.429,.437,5th of 5,18.0,,733,842,"1,449,673",30.1,29.3,51,24,A.Lopez (3.3),L.Rothschild (69-92)
1999,TBR,Tampa Bay Devil Rays,AL East,162,69,93,0,.426,.424,5th of 5,29.0,,772,913,"1,562,827",30.1,29.6,46,24,F.McGriff (4.0),L.Rothschild (69-93)
1998,TBR,Tampa Bay Devil Rays,AL East,162,63,99,0,.389,.413,5th of 5,51.0,,620,751,"2,506,293",29.0,27.9,42,22,R.Arrojo (4.1),L.Rothschild (63-99)
2016,TEX,Texas Rangers,AL West,162,95,67,0,.586,.505,1st of 5,--,Lost LDS (3-0),765,757,"2,710,402",28.4,28.8,52,31,A.Beltre (6.5),J.Banister (95-67)
2015,TEX,Texas Rangers,AL West,162,88,74,0,.543,.511,1st of 5,--,Lost LDS (3-2),751,733,"2,491,875",28.6,28.1,57,31,A.Beltre (5.8),J.Banister (88-74)
2014,TEX,Texas Rangers,AL West,162,67,95,0,.414,.412,5th of 5,31.0,,637,773,"2,718,733",28.4,27.9,64,40,A.Beltre (6.8),R.Washington (53-87) and T.Bogar (14-8)
2013,TEX,Texas Rangers,AL West,163,91,72,0,.558,.563,2nd of 5,5.5,,730,636,"3,178,273",29.5,27.9,46,25,A.Beltre (5.6),R.Washington (91-72)
2012,TEX,Texas Rangers,AL West,162,93,69,0,.574,.561,2nd of 4,1.0,Lost ALWC (1-0),808,707,"3,460,280",29.7,28.8,39,21,A.Beltre (7.2),R.Washington (93-69)
2011,TEX,Texas Rangers,AL West,162,96,66,0,.593,.605,1st of 4,--,Lost WS (4-3),855,677,"2,946,949",29.2,28.8,45,25,I.Kinsler (7.1),R.Washington (96-66)
2010,TEX,Texas Rangers,AL West,162,90,72,0,.556,.562,1st of 4,--,Lost WS (4-1),787,687,"2,505,171",28.3,27.6,48,22,J.Hamilton (8.7),R.Washington (90-72)
2009,TEX,Texas Rangers,AL West,162,87,75,0,.537,.526,2nd of 4,10.0,,784,740,"2,156,016",27.8,27.7,44,23,I.Kinsler (6.0),R.Washington (87-75)
2008,TEX,Texas Rangers,AL West,162,79,83,0,.488,.468,2nd of 4,21.0,,901,967,"1,945,677",27.7,28.1,55,30,J.Hamilton (5.4),R.Washington (79-83)
2007,TEX,Texas Rangers,AL West,162,75,87,0,.463,.485,4th of 4,19.0,,816,844,"2,353,862",29.3,27.7,50,25,I.Kinsler (4.1),R.Washington (75-87)
2006,TEX,Texas Rangers,AL West,162,80,82,0,.494,.529,3rd of 4,13.0,,835,784,"2,388,757",28.4,28.3,51,26,G.Matthews (5.2),B.Showalter (80-82)
2005,TEX,Texas Rangers,AL West,162,79,83,0,.488,.504,3rd of 4,16.0,,865,858,"2,525,221",28.1,30.5,50,30,M.Teixeira (7.2),B.Showalter (79-83)
2004,TEX,Texas Rangers,AL West,162,89,73,0,.549,.536,3rd of 4,3.0,,860,794,"2,513,685",27.9,30.6,52,30,R.Drese (5.1),B.Showalter (89-73)
2003,TEX,Texas Rangers,AL West,162,71,91,0,.438,.427,4th of 4,25.0,,826,969,"2,094,394",28.4,28.1,52,27,A.Rodriguez (8.4),B.Showalter (71-91)
2002,TEX,Texas Rangers,AL West,162,72,90,0,.444,.479,4th of 4,31.0,,843,882,"2,352,397",29.0,29.7,51,27,A.Rodriguez (8.8),J.Narron (72-90)
2001,TEX,Texas Rangers,AL West,162,73,89,0,.451,.462,4th of 4,43.0,,890,968,"2,831,021",29.8,28.5,51,25,A.Rodriguez (8.3),J.Oates (11-17) and J.Narron (62-72)
2000,TEX,Texas Rangers,AL West,162,71,91,0,.438,.437,4th of 4,20.5,,848,974,"2,588,401",29.4,28.7,42,19,K.Rogers (5.1),J.Oates (71-91)
1999,TEX,Texas Rangers,AL West,162,95,67,0,.586,.544,1st of 4,--,Lost LDS (3-0),945,859,"2,771,469",30.7,30.1,38,20,I.Rodriguez (6.4),J.Oates (95-67)
1998,TEX,Texas Rangers,AL West,162,88,74,0,.543,.535,1st of 4,--,Lost LDS (3-0),940,871,"2,927,399",30.0,29.9,42,21,I.Rodriguez (6.4),J.Oates (88-74)
1997,TEX,Texas Rangers,AL West,162,77,85,0,.475,.491,3rd of 4,13.0,,807,823,"2,945,228",28.4,29.7,44,20,I.Rodriguez (6.5),J.Oates (77-85)
1996,TEX,Texas Rangers,AL West,163,90,72,1,.556,.568,1st of 4,--,Lost LDS (3-1),928,799,"2,889,020",29.5,30.5,39,17,K.Hill (6.6),J.Oates (90-72)
1995,TEX,Texas Rangers,AL West,144,74,70,0,.514,.481,3rd of 4,4.5,,691,720,"1,985,910",29.2,30.6,46,22,K.Rogers (5.8),J.Oates (74-70)
1994,TEX,Texas Rangers,AL West,114,52,62,0,.456,.442,1st of 4,--,,613,697,"2,503,198",27.5,29.0,41,22,W.Clark (3.6),K.Kennedy (52-62)
1993,TEX,Texas Rangers,AL West,162,86,76,0,.531,.548,2nd of 7,8.0,,835,751,"2,244,616",27.8,30.3,44,21,R.Palmeiro (6.9),K.Kennedy (86-76)
1992,TEX,Texas Rangers,AL West,162,77,85,0,.475,.455,4th of 7,19.0,,682,753,"2,198,231",27.4,29.6,52,25,K.Brown (4.8),B.Valentine (45-41) and T.Harrah (32-44)
1991,TEX,Texas Rangers,AL West,162,85,77,0,.525,.508,3rd of 7,10.0,,829,814,"2,297,720",27.8,29.0,49,23,J.Franco (6.2),B.Valentine (85-77)
1990,TEX,Texas Rangers,AL West,162,83,79,0,.512,.487,3rd of 7,20.0,,676,696,"2,057,911",27.6,30.3,40,18,J.Franco (6.8),B.Valentine (83-79)
2016,TOR,Toronto Blue Jays,AL East,162,89,73,0,.549,.560,2nd of 5,4.0,Lost ALCS (4-1),759,666,"3,392,099",30.1,29.8,49,29,J.Donaldson (7.5),J.Gibbons (89-73)
2015,TOR,Toronto Blue Jays,AL East,162,93,69,0,.574,.628,1st of 5,--,Lost ALCS (4-2),891,670,"2,794,891",29.5,29.2,52,28,J.Donaldson (8.5),J.Gibbons (93-69)
2014,TOR,Toronto Blue Jays,AL East,162,83,79,0,.512,.524,3rd of 5,13.0,,723,686,"2,375,525",29.2,29.6,55,27,J.Bautista (6.2),J.Gibbons (83-79)
2013,TOR,Toronto Blue Jays,AL East,162,74,88,0,.457,.473,5th of 5,23.0,,712,756,"2,536,562",29.1,30.9,53,31,C.Rasmus (4.8),J.Gibbons (74-88)
2012,TOR,Toronto Blue Jays,AL East,162,73,89,0,.451,.459,4th of 5,22.0,,716,784,"2,099,663",27.9,27.8,54,34,E.Encarnacion (5.0),J.Farrell (73-89)
2011,TOR,Toronto Blue Jays,AL East,162,81,81,0,.500,.489,4th of 5,16.0,,743,761,"1,818,103",28.4,27.6,53,30,J.Bautista (8.1),J.Farrell (81-81)
2010,TOR,Toronto Blue Jays,AL East,162,85,77,0,.525,.517,4th of 5,11.0,,755,728,"1,495,482",29.3,28.0,44,24,J.Bautista (6.9),C.Gaston (85-77)
2009,TOR,Toronto Blue Jays,AL East,162,75,87,0,.463,.516,4th of 5,28.0,,798,771,"1,876,129",29.9,28.4,44,24,R.Halladay (6.9),C.Gaston (75-87)
2008,TOR,Toronto Blue Jays,AL East,162,86,76,0,.531,.572,4th of 5,11.0,,714,610,"2,399,786",30.9,28.6,43,19,R.Halladay (6.2),J.Gibbons (35-39) and C.Gaston (51-37)
2007,TOR,Toronto Blue Jays,AL East,162,83,79,0,.512,.534,3rd of 5,13.0,,753,699,"2,360,644",30.3,27.3,46,23,A.Rios (5.6),J.Gibbons (83-79)
2006,TOR,Toronto Blue Jays,AL East,162,87,75,0,.537,.532,2nd of 5,10.0,,809,754,"2,302,212",28.6,28.1,42,21,V.Wells (6.2),J.Gibbons (87-75)
2005,TOR,Toronto Blue Jays,AL East,162,80,82,0,.494,.543,3rd of 5,15.0,,775,705,"2,014,995",28.0,28.2,37,18,R.Halladay (5.5),J.Gibbons (80-82)
2004,TOR,Toronto Blue Jays,AL East,161,67,94,0,.416,.439,5th of 5,33.5,,719,823,"1,900,041",28.0,28.6,47,25,O.Hudson (5.2),C.Tosca (47-64) and J.Gibbons (20-30)
2003,TOR,Toronto Blue Jays,AL East,162,86,76,0,.531,.536,3rd of 5,15.0,,894,826,"1,799,458",28.4,29.0,40,22,R.Halladay (8.1),C.Tosca (86-76)
2002,TOR,Toronto Blue Jays,AL East,162,78,84,0,.481,.492,3rd of 5,25.5,,813,828,"1,637,900",27.2,27.4,45,24,R.Halladay (7.2),B.Martinez (20-33) and C.Tosca (58-51)
2001,TOR,Toronto Blue Jays,AL East,162,80,82,0,.494,.508,3rd of 5,16.0,,767,753,"1,915,438",28.3,28.5,41,20,C.Delgado (4.5),B.Martinez (80-82)
2000,TOR,Toronto Blue Jays,AL East,162,83,79,0,.512,.476,3rd of 5,4.5,,861,908,"1,705,712",28.2,28.9,45,22,C.Delgado (7.3),J.Fregosi (83-79)
1999,TOR,Toronto Blue Jays,AL East,162,84,78,0,.519,.511,3rd of 5,14.0,,883,862,"2,163,464",28.3,27.9,53,22,S.Green (6.4),J.Fregosi (84-78)
1998,TOR,Toronto Blue Jays,AL East,163,88,74,1,.543,.528,3rd of 5,26.0,,816,768,"2,454,303",29.0,30.3,41,20,R.Clemens (8.1),T.Johnson (88-74)
1997,TOR,Toronto Blue Jays,AL East,162,76,86,0,.469,.473,5th of 5,22.0,,654,694,"2,589,297",29.5,28.8,44,20,R.Clemens (12.2),C.Gaston (72-85) and M.Queen (4-1)
1996,TOR,Toronto Blue Jays,AL East,162,74,88,0,.457,.475,4th of 5,18.0,,766,809,"2,559,573",28.6,28.3,40,20,P.Hentgen (8.6),C.Gaston (74-88)
1995,TOR,Toronto Blue Jays,AL East,144,56,88,0,.389,.414,5th of 5,30.0,,642,777,"2,826,483",28.9,28.7,39,20,A.Leiter (5.7),C.Gaston (56-88)
1994,TOR,Toronto Blue Jays,AL East,115,55,60,0,.478,.490,3rd of 5,16.0,,566,579,"2,907,933",29.3,29.0,34,17,P.Hentgen (5.4),C.Gaston (55-60)
1993,TOR,Toronto Blue Jays,AL East,162,95,67,0,.586,.560,1st of 7,--,Won WS (4-2),847,742,"4,057,947",29.2,29.5,38,16,J.Olerud (7.7),C.Gaston (95-67)
1992,TOR,Toronto Blue Jays,AL East,162,96,66,0,.593,.561,1st of 7,--,Won WS (4-2),780,682,"4,028,318",29.3,30.0,40,17,R.Alomar (6.6),C.Gaston (96-66)
1991,TOR,Toronto Blue Jays,AL East,162,91,71,0,.562,.543,1st of 7,--,Lost ALCS (4-1),684,622,"4,001,527",27.6,28.2,45,20,D.White (6.3),C.Gaston (72-57) and G.Tenace (19-14)
1990,TOR,Toronto Blue Jays,AL East,162,86,76,0,.531,.568,2nd of 7,2.0,,767,661,"3,885,284",27.0,29.0,41,19,D.Stieb (5.9),C.Gaston (86-76)
2016,WSN,Washington Nationals,NL East,162,95,67,0,.586,.600,1st of 5,--,Lost LDS (3-2),763,612,"2,481,938",28.8,29.1,43,24,M.Scherzer (6.1),D.Baker (95-67)
2015,WSN,Washington Nationals,NL East,162,83,79,0,.512,.546,2nd of 5,7.0,,703,635,"2,619,843",28.4,28.6,44,26,B.Harper (10.1),M.Williams (83-79)
2014,WSN,Washington Nationals,NL East,162,96,66,0,.593,.596,1st of 5,--,Lost LDS (3-1),686,555,"2,579,389",28.8,28.3,40,18,A.Rendon (6.5),M.Williams (96-66)
2013,WSN,Washington Nationals,NL East,162,86,76,0,.531,.521,2nd of 5,10.0,,656,626,"2,652,422",27.7,27.7,44,21,J.Werth (4.7),D.Johnson (86-76)
2012,WSN,Washington Nationals,NL East,162,98,64,0,.605,.594,1st of 5,--,Lost LDS (3-2),731,594,"2,370,794",27.2,27.0,43,19,J.Zimmermann (5.4),D.Johnson (98-64)
2011,WSN,Washington Nationals,NL East,161,80,81,0,.497,.486,3rd of 5,21.5,,624,643,"1,940,478",28.4,27.6,44,24,T.Clippard (3.4),"J.Riggleman (38-37), J.McLaren (2-1) and D.Johnson (40-43)"
2010,WSN,Washington Nationals,NL East,162,69,93,0,.426,.443,5th of 5,28.0,,655,742,"1,828,066",29.1,28.0,46,26,R.Zimmerman (6.2),J.Riggleman (69-93)
2009,WSN,Washington Nationals,NL East,162,59,103,0,.364,.406,5th of 5,34.0,,710,874,"1,817,226",28.4,27.4,55,30,R.Zimmerman (7.3),M.Acta (26-61) and J.Riggleman (33-42)
2008,WSN,Washington Nationals,NL East,161,59,102,0,.366,.387,5th of 5,32.5,,641,825,"2,320,400",27.7,27.3,50,25,C.Guzman (4.6),M.Acta (59-102)
