location,title,company,salary,summary
"Sunnyvale, CA",Field Applications Scientist-Japan,    Unchained Labs,NA,
"San Jose, CA 95113 (Downtown area)",Mid-Level QA Engineer,        Workbridge Associates,"$100,000 a year",They will be working collaboratively with a team of multiple developers and data scientists. This Silicon Valley tech giant of financial services is molding the...
"Palo Alto, CA",Senior Machine Learning Engineer,    Entefy Inc.,NA,
"Sunnyvale, CA",Principal Project Manager,        Walmart eCommerce,NA,"The Category Development team of engineers, data scientists and product leaders are responsible for the analytics, tools and platforms to support our..."
"Moffett Field, CA",Senior Computer Scientist/Software Engineer,"    MORI Associates, Inc.",NA,The goal of this project is to build a data system on top of open sourced bioinformatics software platform for researchers to access and use biologically...
"Palo Alto, CA",Technical Program Manager - Performance Advertising,        A9.com,NA,
"San Jose, CA",Project Lead- Aseptic Food Production,        Covance,NA,"Interesting work alongside respected scientists; Learns to manage test article acquisition, MSDS distribution, and test article disposition as applicable...."
"Menlo Park, CA","Technical Sourcer, Machine Learning",        Facebook,NA,The Technical Sourcer will work closely with our recruiters and hiring managers to develop strategies to find Machine Learning and Artificial Intelligence...
"San Jose, CA",Senior Computer Scientist - Core Services,        Adobe,NA,Proficiency in data structures and algorithms. Selecting and integrating any Big Data tools and frameworks required to provide requested capabilities....
"Menlo Park, CA","Quantitative Researcher, Growth",        Facebook,NA,"Deliver insights and recommendations clearly to relevant audiences Ability to ask, as well as answer, meaningful and impactful questions...."
"Mountain View, CA 94043",Associate Scientist – Bioanalytical,    Edison Pharmaceuticals,NA,This scientist will be adept at handling large ‘omics datasets to elucidate the discovery and validation of clinical biomarkers....
"Sunnyvale, CA 94085",EHS Compliance Specialist Job,        Golder Associates,NA,The individual will gain increasing responsibility for project and proposal management through training provided by Golder and will work closely with and...
"Palo Alto, CA 94301 (Professorville area)","Senior Data Engineer, Einstein",        Salesforce,NA,Brainstorming data product ideas with the data scientists and engineers that built some of the most exciting data products that hundreds of millions people use...
"Sunnyvale, CA 94085",Computer Vision/Machine Learning Experts,    Asquare.com,NA,"Our client, an exciting well funded startup is looking for CV/ML experts to become part of their founding team as early employees.Their Machine Learning..."
"Sunnyvale, CA",Software Development Engineer,        Amazon Corporate LLC,NA,"Working with scientists and other engineers to investigate design approaches, prototype new technology, and evaluate technical feasibility...."
"Santa Clara, CA 95054",Java Engineer (Cloud),        Palo Alto Networks,NA,"Ability to communicate with research teams and data scientists, finding bottlenecks and resolving them. Passion for doing research on large data sets containing..."
"Palo Alto, CA 94304",Student Employee - PDU Energy Storage Student Engineer,        Electric Power Research Institute,NA,"Performs engineering and scientific analysis connected to research in energy storage, distributed generation, and microgrids...."
"Milpitas, CA",Research Technician - Chemical Manufacturing / Quantum Dot S...,"    Nanosys, Inc.",NA,Desire to follow and digest latest scientific discoveries in QD field. Compile and present R&D data to the R&D organization....
"Sunnyvale, CA",Sr. DevOps Engineer - Contractor,"        Magic Leap, Inc.",NA,"Magic Leap is an eclectic group of visionaries, rocket scientists, wizards, and gurus from the fields of film, robotics, visualization, software, computing,..."
"Mountain View, CA",Software Engineer,        Universities Space Research Association,NA,
"Menlo Park, CA",Director of Clinical Development,    Adverum Biotechnologies,NA,"The Director of Clinical Development has primary responsibilities for supporting the CMO with clinical documentation, representing CD on project teams for the..."
"Mountain View, CA 94043",Sr. Bioinformatics Scientist,"        Immucor, Inc",NA,
"Santa Clara, CA","Bioinformatics Engineer, Sequencing",        Roche,NA,"Experience with scientific programming (Python, Matlab, R, etc.). The successful candidate must be excited about learning new concepts from both life and..."
"Sunnyvale, CA","Software Engineer, Algorithms Development Team","        Magic Leap, Inc.",NA,
"Sunnyvale, CA","Director, Database Engineering",        Walmart eCommerce,NA,
"Menlo Park, CA",STAFF BIOINFORMATICS SCIENTIST - Algorithm development,"    GRAIL, Inc.",NA,"Command of statistics as applied to analysis of NGS data and analytical study design is desirable. Or Master in Mathematics, Physics, Bioinformatics, Computer..."
"Palo Alto, CA",Sr. Machine Learning Engineer,    Stride Search,NA,"OurInnovation Centeris currently seeking Senior Data Scientists to join our rapidly growing team.We area startup within an enterprise, focused on applied..."
"Mountain View, CA",Data Science Manager,    Quora,NA,"Because Quora is such a data-driven company, our data scientists play a central role in the product development process by uncovering key insights from our data..."
"Palo Alto, CA","Senior Data Science Manager, Amazon Search Analytics",        A9.com,NA,"Bachelor’s Degree in Computer Science, Engineering, Statistics, Economics , or E xperimental Science At least 1 0 years of industrial / academic experience..."
"San Jose, CA 95131 (North Valley area)",Sr. Scientist - Application Development,        Becton Dickinson & Company,NA,"Design, perform, analyze, and troubleshoot multi-color flow cytometry experiments Deliver Oral presentations to internal and external audiences Develop a..."
"Santa Clara Valley, CA",Equipment Process Development Engineer,        Apple,NA,Excellent written and oral communication skills combined with the ability to make engineering decisions based available data and experience....
"Mountain View, CA",Sr. Content Strategist/Lead Writer,        Symantec,NA,"Founded in 1982 by visionary computer scientists, Symantec is a global leader in helping consumers and organizations secure and manage their information-driven..."
"Sunnyvale, CA 94089",Staff Software Engineer,        Proofpoint,NA,
"Sunnyvale, CA",Release Management Lead Build Engineer,"        Magic Leap, Inc.",NA,
"Palo Alto, CA",Senior Market Research Analyst,    Tencent America LLC,NA,The Senior Marketing Research Analyst will closely track and analyze changes in the gaming ecosystem and work with the Product teams to ensure they are up-to...
"Palo Alto, CA",UI Engineering Lead,    Noodle.ai,NA,"This person will be responsible for working with our Data Scientists, Engineers, Client Service team, and Designers to build the user interface that will help..."
"Mountain View, CA 94041","Scientist / Senior Scientist, Survey Methodologist","    23andMe, Inc.",NA,We are looking for an experienced survey methodologist or health data scientist to work on our dynamic and growing data collection team....
"Mountain View, CA 94043",Senior Data Scientist,"    T3C, Inc., DBA Retail Solutions, Inc",NA,
"Redwood City, CA 94065",Data Analytics Platform Architect,    Tellus Solutions,NA,
"Santa Clara, CA",Distributed Systems Researcher,        Keysight Technologies,NA,"Keysight is the world's leading electronic measurement company, helping scientists and engineers address their toughest technical challenges with confidence..."
"Sunnyvale, CA 94089",Sr. Software Engineer - Perception,    Baidu USA,NA,
"Sunnyvale, CA 94086",RAN Application/Integration Engineer,        Nokia,NA,"Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new technologies that will increasingly..."
